"","Ticker","Book/sh","Cash/sh","Dividend","Dividend %","Employees","Income","Index","Market Cap","Optionable","Recom","Sales","Shortable","Current Ratio","Debt/Eq","Forward P/E","LT Debt/Eq","P/B","P/C","P/E","P/FCF","P/S","PEG","Quick Ratio","SMA20","Earnings","EPS (ttm)","EPS next 5Y","EPS next Q","EPS past 5Y","EPS Q/Q","EPS this Y","Sales past 5Y","Sales Q/Q","SMA50","Gross Margin","Insider Own","Insider Trans","Inst Own","Inst Trans","Oper. Margin","Payout","Profit Margin","ROA","ROE","ROI","SMA200","52W High","52W Low","52W Range","Avg Volume","Rel Volume","RSI (14)","Short Float","Short Ratio","Shs Float","Shs Outstand","Target Price","Volume","ATR","Beta","Change","Perf Half Y","Perf Month","Perf Quarter","Perf Week","Perf Year","Perf YTD","Prev Close","Price","Volatility"
"450","TWTR","10.85","8.83","-","-","3920","2.35B","S&P 500","30.00B","Yes","2.70","3.30B","Yes","4.30","0.33","34.21","0.21","3.65","4.49","13.13","28.48","9.10","0.94","4.30","-4.70%","Oct 24 BMO","3.02","13.90%","0.20","19.70%","1018.30%","366.90%","35.50%","18.40%","-6.95%","68.00%","0.20%","-16.38%","74.40%","0.54%","14.20%","0.00%","71.50%","21.60%","32.80%","12.90%","5.70%","-15.28%","47.94%","26.26 - 45.85","12.55M","0.92","36.30","3.95%","2.34","745.12M","757.31M","42.12","8,446,088","1.05","0.64","-1.92%","15.15%","-8.40%","7.72%","0.18%","32.61%","37.82%","39.61","38.85","2.30% 2.74%"
"451","TXN","9.06","4.50","3.60","2.77%","29888","5.30B","S&P 500","121.93B","Yes","2.50","15.24B","Yes","3.00","0.68","22.50","0.54","14.36","28.91","23.79","38.81","8.00","2.38","2.20","0.86%","Oct 22 AMC","5.47","10.00%","1.42","23.80%","-2.70%","51.40%","5.30%","-8.70%","2.55%","64.50%","0.20%","-51.96%","89.00%","0.54%","41.60%","52.60%","34.70%","30.00%","58.00%","39.60%","13.41%","-2.08%","47.61%","87.70 - 132.20","4.68M","0.68","52.59","2.12%","4.21","930.83M","937.00M","129.37","2,337,564","2.62","1.24","-0.52%","12.66%","0.63%","10.98%","1.88%","27.39%","37.70%","130.13","129.45","1.60% 1.98%"
"452","TXT","23.00","3.69","0.08","0.17%","35000","1.19B","S&P 500","11.08B","Yes","2.10","13.29B","Yes","2.00","0.76","11.99","0.68","2.08","12.93","9.74","38.87","0.83","1.03","0.80","-4.98%","Oct 17 BMO","4.90","9.47%","0.85","22.20%","6.70%","124.10%","2.90%","-13.40%","-2.40%","17.10%","0.26%","0.00%","84.00%","0.42%","11.10%","1.60%","9.10%","8.30%","22.60%","14.50%","-7.60%","-23.55%","9.69%","42.30 - 60.69","1.51M","1.47","41.74","2.81%","4.26","229.57M","232.01M","60.31","1,631,943","1.46","1.74","-2.83%","-13.42%","-8.68%","-2.83%","0.61%","-28.48%","3.83%","47.75","46.40","3.01% 2.49%"
"453","UA","4.54","-","-","-","7000","-","S&P 500","-","Yes","3.00","5.23B","Yes","-","-","-","-","4.07","-","98.72","-","-","2.75","-","-0.75%","Oct 29 BMO","0.19","35.90%","-","-","-","-","-","1.40%","0.19%","-","15.56%","-","67.89%","-","-","-","-","-","-","-","-9.80%","-27.60%","18.11%","15.05 - 24.55","2.00M","1.10","47.79","2.83%","5.35","378.79M","-","24.00","1,614,633","0.45","-","-3.71%","-6.48%","-2.28%","-22.92%","3.42%","3.07%","14.16%","18.46","17.77","1.87% 2.51%"
"454","UAA","4.54","1.08","-","-","7000","122.50M","S&P 500","8.68B","Yes","2.70","5.23B","Yes","1.80","0.29","40.96","0.29","4.52","19.04","108.57","14.66","1.66","3.06","1.10","0.17%","Oct 29 BMO","0.19","35.54%","0.18","-15.20%","64.20%","12.20%","17.40%","1.40%","0.61%","45.70%","0.20%","0.00%","96.00%","0.17%","2.50%","0.00%","1.60%","1.90%","4.20%","1.20%","-10.45%","-28.86%","19.37%","16.52 - 27.72","4.47M","0.65","49.61","9.53%","8.13","381.37M","422.87M","22.91","2,117,787","0.55","0.60","-3.90%","-7.40%","-1.30%","-23.86%","4.48%","4.91%","16.13%","20.52","19.72","2.05% 2.72%"
"455","UAL","39.57","21.14","-","-","95000","2.64B","S&P 500","23.03B","Yes","2.00","42.49B","Yes","0.60","1.41","7.03","1.27","2.26","4.23","9.09","13.89","0.54","0.59","0.50","3.83%","Oct 15 AMC","9.84","15.50%","3.95","38.10%","62.30%","19.60%","1.50%","5.80%","4.91%","61.00%","0.20%","-0.40%","-","0.15%","9.00%","0.00%","6.20%","5.40%","26.70%","11.60%","5.40%","-7.50%","17.51%","77.02 - 97.85","2.58M","0.81","63.02","6.60%","6.55","255.97M","257.48M","110.24","1,527,736","2.11","1.17","1.17%","1.34%","-0.85%","-4.66%","2.43%","7.11%","6.84%","89.46","90.51","2.06% 2.34%"
"456","UDR","10.30","0.00","1.37","2.77%","1405","227.20M","S&P 500","14.63B","Yes","2.60","1.09B","Yes","-","1.33","103.58","1.33","4.80","14629.31","59.39","64.05","13.47","-","-","2.77%","Oct 29 AMC","0.83","-","0.08","171.30%","-67.20%","171.10%","6.60%","-45.20%","3.74%","68.40%","0.30%","-12.15%","95.60%","0.18%","34.00%","228.30%","14.40%","2.00%","5.60%","5.50%","9.65%","0.64%","30.72%","38.14 - 49.54","1.67M","0.78","67.04","1.82%","3.16","289.47M","296.08M","48.89","957,366","0.64","0.39","0.90%","11.71%","2.28%","8.76%","1.79%","26.27%","24.71%","49.41","49.85","1.30% 1.24%"
"457","UHS","60.50","0.69","0.80","0.55%","78700","794.50M","S&P 500","12.92B","Yes","2.20","11.06B","Yes","1.30","0.77","13.22","0.75","2.42","210.71","16.80","10.15","1.17","1.94","1.20","-0.67%","Oct 24 AMC","8.71","8.67%","2.31","9.90%","11.30%","10.00%","7.90%","6.50%","-1.22%","-","1.70%","-2.10%","-","0.43%","10.90%","4.50%","7.20%","7.00%","14.80%","9.90%","8.03%","-7.83%","28.95%","112.79 - 157.79","694.87K","0.66","46.37","2.95%","3.34","78.85M","88.29M","160.59","334,617","2.75","1.07","-0.59%","17.50%","-3.74%","10.31%","0.32%","17.40%","25.51%","146.30","145.44","1.54% 1.62%"
"458","ULTA","31.62","5.72","-","-","16000","699.30M","S&P 500","14.21B","Yes","2.20","7.09B","Yes","1.80","0.00","18.61","0.00","7.85","43.39","21.00","20.69","2.00","2.05","0.60","-0.89%","Aug 29 AMC","11.81","10.22%","2.14","28.30%","12.30%","14.30%","20.30%","12.00%","-9.55%","36.10%","0.30%","141.13%","94.40%","0.43%","12.60%","0.00%","9.90%","17.50%","37.60%","35.90%","-22.68%","-34.13%","8.24%","224.43 - 368.83","1.66M","0.62","41.78","6.18%","2.09","56.33M","57.26M","291.71","749,074","6.85","1.16","-2.08%","-29.29%","8.18%","-30.50%","2.63%","-13.07%","1.33%","248.10","242.93","2.04% 2.84%"
"459","UNH","55.90","14.40","4.32","1.77%","300000","12.99B","DJIA S&P500","232.65B","Yes","1.80","235.88B","Yes","-","0.80","14.70","0.65","4.36","16.93","18.30","34.47","0.99","1.33","-","9.09%","Oct 15 BMO","13.32","13.73%","3.75","17.30%","14.80%","28.30%","13.10%","8.00%","5.77%","-","0.30%","-1.31%","88.70%","0.37%","7.90%","27.90%","5.50%","8.20%","25.20%","15.60%","-0.01%","-15.23%","17.32%","208.07 - 287.94","4.20M","0.86","67.44","0.90%","2.00","940.95M","954.76M","287.75","2,633,104","5.93","0.57","0.18%","9.89%","5.66%","-5.06%","8.91%","-10.60%","-2.19%","243.67","244.10","2.63% 2.27%"
"460","UNM","44.79","0.29","1.14","4.06%","9600","526.50M","S&P 500","5.92B","Yes","3.00","11.83B","Yes","-","0.00","4.83","0.35","0.63","97.38","11.28","4.20","0.50","1.87","-","0.59%","Oct 29 AMC","2.49","6.02%","1.38","-5.70%","3.10%","-43.80%","2.30%","4.40%","2.77%","-","0.20%","-0.38%","97.11%","0.67%","6.80%","41.80%","4.50%","0.80%","5.90%","6.00%","-12.96%","-26.78%","15.10%","24.71 - 38.84","2.04M","0.50","53.85","3.19%","3.25","207.56M","211.07M","34.54","746,151","0.78","1.59","1.39%","-23.32%","-5.43%","-14.87%","1.85%","-25.50%","-4.53%","28.05","28.44","2.32% 2.43%"
"461","UNP","25.76","1.57","3.88","2.37%","39355","6.11B","S&P 500","115.48B","Yes","2.30","22.67B","Yes","0.70","1.39","16.50","1.26","6.35","104.13","19.44","42.02","5.09","1.66","0.60","0.62%","Oct 17 BMO","8.42","11.70%","2.31","10.90%","12.20%","30.70%","0.80%","-1.30%","-1.39%","79.00%","0.10%","-2.28%","81.20%","0.33%","38.40%","38.00%","26.90%","10.10%","31.70%","15.50%","-3.41%","-10.97%","25.50%","128.08 - 180.54","3.40M","1.18","48.78","0.72%","1.48","702.77M","705.50M","182.40","2,943,851","3.76","1.06","-1.80%","-7.35%","-2.50%","-6.63%","5.08%","6.88%","18.41%","163.68","160.74","2.48% 2.18%"
"462","UPS","5.09","5.62","3.84","3.24%","481000","4.76B","S&P 500","101.01B","Yes","2.50","72.50B","Yes","1.10","5.31","14.57","4.64","23.26","21.06","21.64","315.67","1.39","2.90","1.10","0.47%","Oct 23 BMO","5.47","7.47%","2.06","3.60%","13.60%","3.70%","5.30%","3.40%","-0.01%","77.30%","-","-","70.40%","0.28%","10.00%","68.00%","6.60%","9.40%","136.00%","22.50%","8.11%","-4.91%","30.78%","89.89 - 123.63","3.33M","0.60","51.64","1.80%","3.78","698.29M","853.23M","123.43","1,463,096","1.98","1.24","-0.70%","3.71%","-2.19%","14.60%","2.70%","0.77%","21.39%","118.39","117.56","1.41% 1.64%"
"463","URI","44.44","0.96","-","-","18500","1.09B","S&P 500","10.01B","Yes","1.90","8.83B","Yes","0.70","3.36","6.22","3.08","2.88","133.47","9.47","3.86","1.13","4.30","0.70","6.17%","Oct 16 AMC","13.51","2.20%","5.67","29.40%","7.30%","71.80%","10.20%","21.10%","9.16%","40.90%","0.50%","-33.15%","91.90%","0.26%","23.10%","0.00%","12.30%","6.00%","32.00%","10.40%","3.58%","-10.32%","35.73%","94.28 - 142.69","1.58M","1.19","63.18","6.76%","3.27","76.71M","78.26M","151.92","1,380,120","4.64","2.68","0.05%","-5.96%","2.56%","7.50%","12.87%","-9.43%","24.74%","127.90","127.97","3.99% 3.44%"
"464","USB","29.52","10.65","1.68","3.07%","73333","6.86B","S&P 500","86.99B","Yes","2.90","17.24B","Yes","-","0.87","12.47","0.87","1.85","5.14","12.85","15.84","5.05","2.39","-","1.81%","Oct 16 BMO","4.26","5.38%","1.11","6.60%","7.30%","39.30%","5.70%","12.70%","2.93%","-","0.14%","-4.32%","78.40%","0.33%","67.70%","33.00%","39.80%","1.50%","15.00%","11.60%","5.99%","-4.54%","27.92%","43.14 - 57.81","5.53M","0.85","59.74","1.07%","3.06","1.57B","1.59B","56.39","3,443,423","1.10","1.12","0.87%","6.83%","-2.15%","-0.53%","3.19%","7.34%","19.72%","54.71","55.19","2.53% 1.78%"
"465","UTX","47.70","8.03","2.94","2.13%","240000","5.87B","DJIA S&P500","117.28B","Yes","2.00","72.55B","Yes","1.00","1.11","15.74","0.93","2.90","17.20","19.85","38.63","1.62","2.20","0.70","1.61%","Oct 22 BMO","6.96","9.01%","2.03","5.20%","-14.20%","13.20%","3.30%","17.50%","3.53%","25.20%","0.10%","-10.83%","83.60%","0.44%","11.50%","46.90%","7.10%","3.90%","13.70%","7.90%","6.10%","-5.17%","36.28%","100.48 - 144.40","2.79M","0.96","58.32","0.75%","2.28","848.79M","848.79M","154.71","1,959,729","2.14","1.21","-0.90%","0.85%","0.37%","4.37%","3.17%","4.27%","29.76%","138.17","136.93","1.18% 1.55%"
"466","V","13.53","5.21","1.00","0.56%","17000","11.48B","DJIA S&P500","381.87B","Yes","1.80","22.27B","Yes","1.70","0.00","28.42","0.57","13.15","34.17","35.62","41.97","17.14","2.24","1.70","0.53%","Oct 24 AMC","5.00","15.87%","1.43","18.50%","36.40%","58.30%","11.80%","11.50%","-0.70%","-","0.10%","-4.63%","96.50%","0.19%","65.90%","18.40%","51.50%","16.30%","39.70%","23.20%","7.74%","-5.97%","44.65%","121.60 - 187.05","7.24M","0.72","49.01","1.68%","4.00","1.72B","2.15B","201.31","3,793,550","3.06","0.94","-1.15%","11.10%","1.51%","-0.73%","1.75%","25.54%","34.86%","177.94","175.89","1.04% 1.55%"
"467","VAR","19.16","-","-","-","7174","339.20M","S&P 500","10.38B","Yes","2.20","3.15B","Yes","1.30","0.23","21.85","0.00","5.96","-","30.96","34.43","3.30","4.42","1.00","0.10%","Oct 23 AMC","3.69","7.00%","1.21","-0.60%","-51.40%","60.00%","-0.20%","16.50%","2.25%","42.10%","0.10%","-45.59%","95.30%","0.48%","13.00%","0.00%","10.70%","9.70%","20.00%","21.90%","-9.89%","-19.72%","12.80%","101.42 - 142.50","717.86K","0.48","53.39","2.06%","2.60","90.80M","91.00M","140.36","253,015","2.76","0.89","0.25%","-12.74%","-2.83%","-14.07%","4.72%","5.66%","0.71%","114.12","114.40","1.76% 2.09%"
"468","VFC","10.46","1.56","1.72","1.88%","75000","1.24B","S&P 500","35.54B","Yes","2.00","13.33B","Yes","2.00","0.53","23.55","0.51","8.75","58.63","29.68","119.10","2.67","4.43","1.20","4.71%","Oct 25 BMO","3.08","6.70%","1.30","1.40%","65.40%","407.20%","3.10%","6.30%","8.31%","51.90%","0.20%","-10.85%","87.50%","0.39%","11.80%","68.50%","8.60%","10.90%","27.10%","20.40%","10.86%","1.01%","46.79%","63.23 - 91.88","1.66M","0.61","68.57","1.41%","3.29","388.23M","388.23M","100.48","739,769","1.53","1.20","1.39%","1.78%","4.51%","4.81%","3.29%","8.48%","36.32%","91.54","92.81","1.23% 1.63%"
"469","VIAB","20.92","1.81","0.80","3.54%","10400","1.61B","S&P 500","9.05B","Yes","2.60","12.89B","Yes","1.40","1.06","5.31","1.02","1.08","12.53","5.66","6.42","0.70","1.92","1.20","-5.61%","Nov 07 BMO","4.00","2.95%","0.76","-4.70%","4.30%","-18.00%","-1.30%","3.70%","-11.84%","47.20%","0.20%","0.00%","93.90%","0.85%","20.10%","19.70%","12.70%","7.00%","20.80%","12.20%","-21.71%","-34.79%","1.68%","21.75 - 33.92","5.48M","1.14","29.80","3.81%","2.52","362.90M","399.88M","33.08","4,566,955","0.63","1.39","-2.23%","-25.05%","-12.19%","-25.81%","0.35%","-31.10%","-11.98%","22.62","22.11","2.85% 2.52%"
"470","VLO","51.43","4.90","3.60","4.00%","10261","2.53B","S&P 500","37.39B","Yes","1.90","112.78B","Yes","1.40","0.44","9.47","0.43","1.75","18.39","15.01","12.37","0.33","3.76","0.90","6.81%","Oct 24 BMO","6.00","3.99%","1.53","7.90%","-25.30%","46.70%","-3.30%","-6.70%","12.24%","8.50%","0.10%","0.00%","79.80%","0.03%","3.30%","56.00%","2.30%","4.90%","11.80%","11.90%","10.68%","-13.13%","32.36%","68.81 - 104.85","3.13M","0.85","71.24","1.38%","1.82","412.98M","415.00M","100.22","1,954,027","2.14","1.46","1.09%","2.34%","7.78%","7.71%","5.01%","-14.93%","20.18%","90.10","91.08","2.10% 2.07%"
"471","VMC","40.61","0.20","1.24","0.84%","8373","566.60M","S&P 500","19.68B","Yes","1.90","4.65B","Yes","1.90","0.54","25.38","0.52","3.64","757.06","34.81","77.10","4.23","1.85","1.20","-1.52%","Oct 29 BMO","4.24","18.80%","1.69","89.60%","-6.90%","71.70%","9.60%","-35.40%","0.80%","25.40%","0.10%","-10.74%","98.90%","0.12%","17.50%","27.70%","12.10%","5.60%","10.80%","7.90%","14.64%","-4.20%","77.02%","82.52 - 152.49","939.02K","1.67","46.05","2.21%","3.10","131.32M","133.24M","151.53","1,147,902","2.80","0.92","-1.12%","20.30%","-0.62%","8.62%","-0.52%","46.41%","49.52%","147.73","146.08","1.44% 1.82%"
"472","VNO","31.29","4.87","2.64","4.21%","3928","2.87B","S&P 500","11.87B","Yes","2.50","2.08B","Yes","-","1.26","57.63","1.26","2.00","12.86","4.17","65.49","5.70","0.24","-","-1.01%","Oct 28 AMC","15.03","17.33%","0.23","32.90%","1844.70%","82.80%","-1.20%","-57.10%","0.37%","54.00%","9.50%","0.00%","88.60%","0.14%","-","17.10%","-","16.60%","69.30%","4.10%","-4.83%","-13.96%","6.45%","58.60 - 72.50","1.30M","0.38","48.28","1.50%","2.01","174.69M","189.44M","70.17","364,841","1.02","0.97","-0.42%","-6.52%","-0.45%","-2.00%","0.72%","-8.71%","0.98%","62.64","62.38","1.68% 1.54%"
"473","VRSK","13.50","-","1.00","0.64%","7951","598.00M","S&P 500","25.50B","Yes","2.50","2.49B","Yes","0.80","1.14","31.61","1.11","11.50","-","43.41","38.59","10.24","4.85","0.80","-1.28%","Oct 29 AMC","3.58","8.95%","1.14","12.40%","-0.90%","29.00%","8.50%","8.50%","-1.87%","63.20%","0.40%","-12.07%","94.70%","0.32%","34.10%","13.70%","24.00%","9.80%","27.80%","14.90%","9.81%","-6.29%","50.47%","102.74 - 164.97","705.17K","0.63","44.08","1.06%","2.44","161.67M","164.29M","157.67","323,669","2.77","0.70","-0.41%","12.49%","-2.58%","2.50%","-1.67%","33.55%","42.35%","155.22","154.59","1.52% 1.67%"
"474","VRSN","-11.98","10.40","-","-","900","884.60M","S&P 500","21.97B","Yes","2.30","1.23B","Yes","1.40","-","32.97","-","-","17.94","25.45","30.53","17.92","3.18","1.40","0.36%","Oct 24 AMC","7.33","8.00%","1.31","6.10%","18.60%","25.00%","4.70%","1.30%","-4.43%","84.80%","1.10%","-0.42%","95.40%","0.59%","69.00%","0.00%","51.40%","33.10%","-44.90%","165.80%","-2.44%","-15.90%","42.07%","131.28 - 221.78","608.16K","1.57","45.45","1.19%","2.30","116.96M","117.78M","240.33","699,176","3.84","1.04","-0.02%","-0.05%","-1.76%","-12.91%","0.54%","27.09%","25.80%","186.55","186.51","1.75% 2.02%"
"475","VRTX","19.79","15.57","-","-","2500","655.00M","S&P 500","45.10B","Yes","2.00","3.45B","Yes","3.70","0.12","28.71","0.11","8.98","11.41","70.52","31.91","13.06","1.49","3.60","2.18%","Oct 23 AMC","2.52","47.38%","1.12","23.90%","-36.10%","99.10%","20.30%","-32.40%","-0.42%","86.60%","0.10%","-52.21%","98.20%","0.20%","25.50%","0.00%","64.10%","36.20%","51.70%","11.20%","-1.54%","-10.31%","15.69%","151.80 - 195.81","1.17M","0.77","52.14","1.75%","3.78","253.77M","253.77M","216.21","666,051","3.88","1.43","-1.18%","5.69%","1.83%","2.06%","4.41%","-4.17%","7.25%","177.72","175.62","1.80% 2.15%"
"476","VTR","30.53","0.22","3.17","4.41%","500","442.40M","S&P 500","27.18B","Yes","2.80","3.75B","Yes","-","0.93","53.33","0.93","2.36","331.41","58.73","224.03","7.24","8.51","-","-0.10%","Oct 25 BMO","1.23","6.90%","0.32","-5.70%","44.90%","-43.30%","8.30%","0.90%","0.16%","54.10%","0.30%","-13.71%","92.90%","0.25%","23.30%","226.80%","13.30%","2.20%","4.70%","4.30%","9.90%","-3.34%","34.02%","54.38 - 75.40","1.78M","0.63","50.99","1.85%","3.87","371.31M","377.75M","71.49","817,407","1.12","0.22","1.31%","21.87%","-0.79%","7.50%","-1.63%","30.42%","22.79%","71.94","72.88","1.46% 1.33%"
"477","VZ","13.67","0.47","2.46","4.07%","135900","15.84B","DJIA S&P500","249.98B","Yes","2.50","131.09B","Yes","0.90","2.00","12.33","1.85","4.42","128.26","15.79","35.47","1.91","5.52","0.80","1.86%","Oct 25 BMO","3.83","2.86%","1.24","-1.20%","-4.30%","15.20%","1.70%","-0.40%","4.11%","58.60%","0.03%","-2.38%","68.40%","0.43%","18.30%","62.60%","12.10%","5.80%","28.80%","12.10%","6.35%","-0.77%","16.88%","52.28 - 61.58","11.78M","0.83","63.63","0.91%","3.20","4.13B","4.14B","60.91","7,130,960","0.69","0.51","1.15%","4.08%","0.80%","6.75%","0.97%","12.50%","7.45%","60.41","61.11","0.91% 1.11%"
"478","WAB","55.27","2.47","0.48","0.69%","18000","219.70M","S&P 500","13.03B","Yes","2.20","6.03B","Yes","1.30","0.47","14.99","0.46","1.26","28.23","39.84","25.15","2.16","2.85","0.70","1.43%","Oct 31 BMO","1.75","14.00%","1.01","-0.70%","-26.40%","-5.10%","11.20%","101.20%","0.77%","26.60%","2.00%","-81.93%","97.60%","-7.01%","8.10%","26.40%","3.70%","1.60%","3.50%","5.70%","-2.11%","-30.77%","13.98%","61.00 - 100.44","1.96M","0.36","53.76","7.90%","7.27","180.80M","186.95M","88.00","518,535","1.92","1.46","-0.22%","-10.59%","-6.66%","-0.54%","7.27%","-30.55%","-0.81%","69.68","69.53","2.69% 2.72%"
"479","WAT","8.06","9.80","-","-","7200","573.80M","S&P 500","14.82B","Yes","3.40","2.41B","Yes","2.60","2.07","21.18","1.88","26.65","21.92","27.57","29.26","6.16","2.74","2.10","-1.43%","Oct 29 BMO","7.79","10.05%","2.13","8.10%","11.10%","8.40%","4.90%","0.50%","-0.22%","58.50%","0.10%","0.00%","98.90%","0.33%","29.70%","0.00%","24.10%","16.70%","46.70%","24.00%","-2.12%","-15.40%","28.57%","167.93 - 255.21","548.96K","0.53","47.65","8.42%","10.19","66.43M","68.99M","207.92","212,408","4.78","1.07","0.54%","-10.36%","-5.95%","0.49%","1.64%","14.16%","13.84%","214.76","215.91","1.32% 1.97%"
"480","WBA","26.52","0.95","1.83","3.27%","244000","4.65B","DJIA S&P500","49.53B","Yes","3.00","136.35B","Yes","0.80","0.73","9.35","0.50","2.11","59.03","11.37","18.25","0.36","7.15","0.40","3.01%","Oct 28 BMO","4.92","1.59%","1.41","13.00%","-16.60%","30.20%","12.70%","0.70%","4.64%","22.30%","16.14%","-0.16%","62.80%","0.58%","4.10%","33.70%","3.50%","7.00%","19.20%","12.70%","-4.15%","-35.74%","13.11%","49.03 - 86.31","4.56M","0.83","59.83","3.56%","5.89","755.48M","885.41M","57.29","2,770,353","1.22","0.88","-0.86%","2.40%","2.81%","2.76%","5.69%","-26.66%","-18.13%","55.94","55.46","1.97% 2.17%"
"481","WCG","91.50","78.09","-","-","12000","523.80M","S&P 500","13.77B","Yes","2.60","24.90B","Yes","1.20","0.45","16.67","0.45","3.00","3.51","26.27","-","0.55","1.30","1.20","3.31%","Oct 29 BMO","10.44","20.23%","3.83","18.60%","7.50%","32.40%","16.50%","51.10%","1.80%","98.50%","0.40%","0.00%","95.90%","0.37%","2.90%","0.00%","2.10%","4.10%","12.00%","7.00%","1.01%","-14.87%","23.58%","220.63 - 320.30","512.05K","1.45","61.56","6.32%","6.16","49.95M","50.19M","308.85","542,689","4.25","0.87","-0.58%","8.71%","2.18%","-4.40%","3.96%","-14.09%","16.17%","274.26","272.66","1.47% 1.46%"
"482","WDC","33.79","-","2.00","3.35%","61800","-635.00M","S&P 500","17.42B","Yes","2.50","16.57B","Yes","2.20","1.06","9.10","1.03","1.76","-","-","200.17","1.05","-","1.40","-1.33%","Oct 24 AMC","-2.21","-13.80%","0.28","-18.40%","-131.40%","-130.60%","1.80%","-29.00%","-0.61%","22.60%","0.40%","-7.55%","89.20%","0.01%","0.50%","-","-4.60%","-2.70%","-7.10%","-1.30%","17.08%","-10.79%","72.21%","33.83 - 65.31","4.39M","0.69","47.70","4.11%","2.73","292.10M","292.10M","61.79","2,209,113","1.78","1.86","-2.28%","7.64%","-6.20%","13.65%","3.98%","6.35%","61.27%","59.62","58.26","2.55% 2.97%"
"483","WEC","31.76","0.12","2.36","2.54%","7878","1.09B","S&P 500","29.72B","Yes","3.10","7.69B","Yes","0.50","1.20","24.71","0.99","2.93","784.23","26.90","-","3.87","4.39","0.40","-1.55%","Nov 06 BMO","3.45","6.13%","0.73","5.90%","2.10%","6.30%","11.20%","-4.90%","-0.37%","62.00%","0.10%","-64.70%","78.90%","0.20%","18.90%","65.90%","14.20%","3.30%","11.10%","6.00%","12.65%","-5.35%","39.84%","66.46 - 98.19","1.82M","0.48","45.67","3.19%","5.52","314.83M","319.94M","90.08","638,708","1.35","0.01","0.04%","21.77%","-0.27%","7.64%","-2.36%","34.50%","34.13%","92.90","92.94","1.65% 1.34%"
"484","WELL","37.06","0.66","3.48","3.82%","384","352.00M","S&P 500","37.12B","Yes","2.50","5.07B","Yes","-","1.02","45.00","1.02","2.46","138.15","101.99","163.60","7.32","7.85","-","1.74%","Oct 28 AMC","0.89","13.00%","0.70","56.60%","-11.00%","182.30%","10.30%","17.20%","2.97%","47.50%","0.10%","-","92.00%","0.08%","20.20%","232.20%","11.50%","1.90%","4.10%","3.50%","13.72%","-0.32%","45.84%","63.22 - 92.50","1.87M","0.71","60.75","3.17%","6.86","404.73M","407.11M","88.97","973,073","1.44","0.18","1.12%","24.49%","2.59%","9.79%","-0.46%","44.46%","31.36%","91.18","92.20","1.32% 1.40%"
"485","WFC","39.38","91.35","2.04","4.11%","262800","22.68B","S&P 500","221.73B","Yes","2.90","67.27B","Yes","-","1.37","11.26","1.37","1.26","0.54","10.16","10.53","3.30","1.27","-","2.04%","Oct 15 BMO","4.88","8.03%","1.14","2.10%","33.00%","19.20%","6.50%","6.10%","5.39%","-","77.80%","0.00%","77.90%","0.28%","70.10%","36.00%","33.50%","1.20%","12.90%","10.60%","4.91%","-8.98%","16.46%","43.02 - 55.04","21.32M","0.79","60.99","1.03%","2.12","4.40B","4.47B","49.40","12,279,051","0.97","1.11","0.99%","4.27%","1.39%","7.78%","1.97%","-7.67%","7.66%","49.61","50.10","2.13% 1.78%"
"486","WHR","43.09","18.65","4.80","3.00%","92000","904.00M","S&P 500","10.12B","Yes","2.80","20.93B","Yes","0.80","2.50","9.59","1.51","3.72","8.59","11.45","98.23","0.48","2.49","0.50","3.75%","Oct 22 AMC","13.99","4.60%","3.89","-18.00%","111.00%","-128.30%","2.30%","0.90%","9.90%","17.10%","0.10%","-1.02%","97.10%","1.13%","5.10%","32.50%","4.40%","4.80%","36.00%","1.50%","16.54%","-0.03%","61.93%","99.40 - 161.00","700.25K","0.49","68.62","7.48%","6.72","62.88M","63.17M","152.83","252,769","3.61","1.78","0.49%","15.18%","7.48%","8.08%","1.81%","47.80%","49.87%","160.17","160.96","1.70% 2.32%"
